artist,song,year,verso_idx,verso_texto
Los Cadetes De Linares,Los Contrabandistas,1976,6,Siempre muy bien vigilada
Los Cadetes De Linares,Los Contrabandistas,1976,7,Pero con el contrabando
Los Cadetes De Linares,Los Contrabandistas,1976,8,Pasan en la madrugada
Los Cadetes De Linares,Los Contrabandistas,1976,10,Venían los contrabandistas
Los Cadetes De Linares,Los Contrabandistas,1976,11,Procedentes de Galeana
Los Cadetes De Linares,Los Contrabandistas,1976,12,"Iban para Houston, Texas"
Los Cadetes De Linares,Los Contrabandistas,1976,15,Cuando pasaron la aduana
Los Cadetes De Linares,Los Contrabandistas,1976,16,Los siguió la federal
Los Cadetes De Linares,Los Contrabandistas,1976,17,Pero en lugar de pararse
Los Cadetes De Linares,Los Contrabandistas,1976,21,Por radio a sus compañeros
Los Cadetes De Linares,Los Contrabandistas,1976,22,Que sigan la camioneta
Los Cadetes De Linares,Los Contrabandistas,1976,23,Que va con rumbo a Laredo
Los Cadetes De Linares,Los Contrabandistas,1976,25,Ese día en la madrugada
Los Cadetes De Linares,Los Contrabandistas,1976,26,Los gallos tristes cantaron
Los Cadetes De Linares,Los Contrabandistas,1976,27,Un policía estaba muerto
Los Cadetes De Linares,Los Contrabandistas,1976,28,Los de la troca escaparon
Los Cadetes De Linares,Los Contrabandistas,1976,31,Que muere en la carretera
Los Cadetes De Linares,Los Contrabandistas,1976,32,Por unos contrabandistas
Los Cadetes De Linares,Los Contrabandistas,1976,33,Miembros de larga cadena
Ramon Ayala,Contrabando Y Traicion,1976,0,"Salieron de San Isidro, procedentes de Tijuana"
Ramon Ayala,Contrabando Y Traicion,1976,1,"Traían las llantas del carro, repletas de hierba mala"
Ramon Ayala,Contrabando Y Traicion,1976,2,"Eran Emilio Varela, y Camelia, la texana"
Ramon Ayala,Contrabando Y Traicion,1976,4,"Al pasar por San Clemente, los paró la migración"
Ramon Ayala,Contrabando Y Traicion,1976,5,"Les pidió sus documentos, les dijo ""¿de dónde son?"""
Ramon Ayala,Contrabando Y Traicion,1976,6,"Ella era de San Antonio, una hembra de corazón"
Ramon Ayala,Contrabando Y Traicion,1976,8,"Cuando una hembra quiere a un hombre, por él puede dar la vida"
Ramon Ayala,Contrabando Y Traicion,1976,9,"Pero hay que tener cuidado, si esa hembra se siente herida"
Ramon Ayala,Contrabando Y Traicion,1976,10,"La tración y el contrabando, dos cosas, incompartidas"
Ramon Ayala,Contrabando Y Traicion,1976,12,"A Los Ángeles llegaron, y a Hollywood se pasaron"
Ramon Ayala,Contrabando Y Traicion,1976,13,"En un callejón oscuro, las cuatro llantas cambiaron"
Ramon Ayala,Contrabando Y Traicion,1976,14,"Y ahí entregaron la hierba, y al momento, les pagaron"
Ramon Ayala,Contrabando Y Traicion,1976,16,"Emilio dice a Camelia, ""Hoy te das por despedida"
Ramon Ayala,Contrabando Y Traicion,1976,17,"Con la parte que te toca, ya puedes rehacer tu vida"
Ramon Ayala,Contrabando Y Traicion,1976,18,"Yo me voy pa' San Francisco, con la dueña, de mi vida"""
Ramon Ayala,Contrabando Y Traicion,1976,20,"Sonaron siete balazos, Camelia Emilio mataba"
Ramon Ayala,Contrabando Y Traicion,1976,21,"La policía solo halló, una pistola tirada"
Ramon Ayala,Contrabando Y Traicion,1976,22,"Del dinero y de Camelia, Nunca más se, supo nada"
Los Alegres De Teran,Juan Charrasqueado,1977,0,Voy a cantarles un corrido muy mentado
Los Alegres De Teran,Juan Charrasqueado,1977,1,Lo que ha pasado alla en la hacienda de la flor
Los Alegres De Teran,Juan Charrasqueado,1977,2,La triste historia de un ranchero enamorado
Los Alegres De Teran,Juan Charrasqueado,1977,3,"Que fue borracho, parrandero y jugador"
Los Alegres De Teran,Juan Charrasqueado,1977,4,Juan se llamaba y lo apodaban Charrasqueado
Los Alegres De Teran,Juan Charrasqueado,1977,5,Era valiente y arriesgado en el amor
Los Alegres De Teran,Juan Charrasqueado,1977,6,A las mujeres mas bonitas se llevaba
Los Alegres De Teran,Juan Charrasqueado,1977,7,Y aquellos campos no dejaba ni una flor
Los Alegres De Teran,Juan Charrasqueado,1977,8,Un dia domingo que se andaba emborrachando
Los Alegres De Teran,Juan Charrasqueado,1977,9,A la cantina le corrieron a avisar
Los Alegres De Teran,Juan Charrasqueado,1977,10,"""Cuidate Juan que ya por ahi te andan buscando"
Los Alegres De Teran,Juan Charrasqueado,1977,11,"Son muchos hombres no te vayan a matar"""
Los Alegres De Teran,Juan Charrasqueado,1977,12,No tuvo tiempo de montar en su caballo
Los Alegres De Teran,Juan Charrasqueado,1977,13,Pistola en mano se la echaron de a monton
Los Alegres De Teran,Juan Charrasqueado,1977,14,"""Estoy borracho"" les gritaba ""y soy buen gallo"""
Los Alegres De Teran,Juan Charrasqueado,1977,15,Cuando una bala atravesó su corazón
Los Alegres De Teran,Juan Charrasqueado,1977,16,Creció la milpa con la lluvia en el potrero
Los Alegres De Teran,Juan Charrasqueado,1977,17,Y las palomas van volando al pedregar
Los Alegres De Teran,Juan Charrasqueado,1977,18,Bonitos toros llevan hoy al matadero
Los Alegres De Teran,Juan Charrasqueado,1977,19,Qué buen caballo va montando el caporal
Los Alegres De Teran,Juan Charrasqueado,1977,20,Ya las campanas del santuario estan doblando
Los Alegres De Teran,Juan Charrasqueado,1977,21,Todos los fieles se dirigen a rezar
Los Alegres De Teran,Juan Charrasqueado,1977,22,Y por el cerro los rancheros van bajando
Los Alegres De Teran,Juan Charrasqueado,1977,23,A un hombre muerto que lo llevan a enterrar
Los Alegres De Teran,Juan Charrasqueado,1977,24,En una choza muy humilde llora un niño
Los Alegres De Teran,Juan Charrasqueado,1977,25,Y las mujeres se aconsejan y se van
Los Alegres De Teran,Juan Charrasqueado,1977,26,Mientras su madre lo consuela con cariño
Los Alegres De Teran,Juan Charrasqueado,1977,27,Mirando al cielo llora y reza por su Juan
Los Alegres De Teran,Juan Charrasqueado,1977,28,Aqui termino de cantar este corrido
Los Alegres De Teran,Juan Charrasqueado,1977,29,"De Juan ranchero, charrasqueado y burlador"
Los Alegres De Teran,Juan Charrasqueado,1977,30,Que se creyó de las mujeres consentido
Los Alegres De Teran,Juan Charrasqueado,1977,31,"Y fue borracho, parrandero y jugador"
Carlos Y Jose,Gloria Reyes,1976,0,Voy a cantar un corrido
