artist,song
Los Tigres Del Norte,Gallo De Pelea
Los Tigres Del Norte,Caja De Muerto
Los Tigres Del Norte,El Timido
Los Tigres Del Norte,Cuando Gime La Raza
Los Tigres Del Norte,Palabras De Mi Madre
Los Tigres Del Norte,Ha Muerto Un Vaquero
Los Tigres Del Norte,Como Un Cobarde
Los Tigres Del Norte,La Fuga Del Rojo
Los Tigres Del Norte,Tu Requerdo
Carlos Y Jose,Echenme La Tierra Encima
Carlos Y Jose,La Embarcacion
Carlos Y Jose,El Nuevo Albur De Amor
Carlos Y Jose,Concha Querida
Lorenzo De Monteclaro,La Paloma
Lorenzo De Monteclaro,El Silbidito
Lorenzo De Monteclaro,Diganle
Lorenzo De Monteclaro,Sufro Porque Te Quiero
Lorenzo De Monteclaro,Carga Ladeada
Lorenzo De Monteclaro,Ayer Baje De La Sierra
Antonio Aguilar,Pero Chupale Al Maguey
Antonio Aguilar,Cuando Mas Tranquila Te Halles
Antonio Aguilar,Mi Primer Amor
Antonio Aguilar,Angel De Mi Gloria
Antonio Aguilar,Adios Amada Mia
Los Alegres De Terán,En Avion Hasta Acapulco
Los Alegres De Terán,El Cuervo Y El Escribano
Los Alegres De Terán,Una Viuda Con Dinero
Los Alegres De Terán,Tu Nuevo Carinito
Los Alegres De Terán,Que Seas Feliz
Tiberio Y Sus Gatos Negros,Yolanda
Tiberio Y Sus Gatos Negros,Me Contaron Que Te Vas
Lola Beltrán,Gorrioncillo Pecho Amarillo
Lola Beltrán,Tu Y la Mentira
Lola Beltrán,El Aguacero
Lola Beltrán,La Noche Y Tu
Lola Beltrán,El Crucifijo De Piedra
Lola Beltrán,A Los Cuatro Vientos
Lola Beltrán,Gritenme Piedras Del Campo
Lola Beltrán,Que Bonito Amor
Lola Beltrán,Las Rejas No Matan
Lola Beltrán,Cancion Mixteca
Lola Beltrán,La Cama De Piedra
Lola Beltrán,El Caballo Bayo
Lola Beltrán,Lena De Pirul
Lola Beltrán,Punalada Trapera
Lola Beltrán,La Noche De Mi Mal
Lola Beltrán,Paloma Negra
Lola Beltrán,La Rielera
Lola Beltrán,La Chancla
Lola Beltrán,Llegando A Ti
Lola Beltrán,Huapango Torero
Los Tigres Del Norte,La Mancha Del Pobre
Los Tigres Del Norte,En La Misma Cantina
Los Tigres Del Norte,Indiferencia
Los Tigres Del Norte,Carta Abierta
Los Tigres Del Norte,Nadie Me Quiere
Los Tigres Del Norte,Creiste
Los Tigres Del Norte,Bohemio De Aficion
Los Tigres Del Norte,Balbinita
Los Tigres Del Norte,No Se Nos Ve
Los Tigres Del Norte,Romance Oculto
Tommy Ramirez Y Sus Sonorritmicos,Ya Me Voy
Tiberio Y Sus Gatos Negros,Yolanda
Tiberio Y Sus Gatos Negros,Me Contaron Que Te Vas
Los Cadetes De Linares,Los Contrabandistas
Los Cadetes De Linares,Hermanos Bocanegra
Los Cadetes De Linares,Juan De La Fuente
Los Cadetes De Linares,Eran Cuatro De A Caballo
Los Cadetes De Linares,El Caballo Jovero
Los Cadetes De Linares,Bayo Cara Blanca
Los Cadetes De Linares,El Cachas De Oro
Los Cadetes De Linares,Descansa General 
Los Cadetes de Linares,Eleazar Del Fierro
Los Cadetes de Linares,Pistoleros Famosos
Los Cadetes de Linares,Generoso Y Carmelita
Los Cadetes de Linares,Dimas De Leon
Los Cadetes de Linares,Jose Lopez
Los Cadetes de Linares,Lucio Peña
Los Cadetes de Linares,Silvano Garcia
Los Cadetes de Linares,Vivo Preso
Los Cadetes de Linares,Arturo Garza Trevino
Los Cadetes De Linares,El Palomito
Carlos Y Jose,Pescadores De Ensenada
Carlos Y Jose,Maria De La Luz
Carlos Y Jose,Flor De Las Flores
Carlos Y Jose,Soy Albañil
Carlos Y Jose,"Cielo Azul, Cielo Nublado"
Carlos Y Jose,La Chancla Que Yo Tire
Carlos Y Jose,Maria De La Luz
Carlos Y Jose,Pescadores De Ensenada
Carlos Y Jose,Flor De Las Flores
Carlos Y Jose,"Cielo Azul, Cielo Nublado"
Carlos Y Jose,La Chancla Que Yo Tire
Carlos Y Jose,Soy Albañil
Carlos Y Jose,Un Complejo
Carlos Y Jose,Sangre De Indio
Los Caminantes,Los Dos Hermanos
Los Caminantes,El Hijo Desobediente
Los Caminantes,Sucedió En La Barranca
Los Caminantes,El Potro Lobo Gateado
Los Caminantes,La Muerte De La Mafia
Los Caminantes,La Mafia Muere
Los Caminantes,Benito Canales
Los Caminantes,Arnulfo Gonzalez
Los Caminantes,Benjamin Argumedo
Los Caminantes,Valentin De La Sierra
Los Cadetes De Linares,Adiós Amigo Del Alma
Los Cadetes De Linares,Reina De Corazones
Los Cadetes De Linares,El Crimen De Chihuahua
Los Tigres Del Norte,Ya Encontraron A Camelia
Los Broncos De Reynosa,El Corrido De Lamberto Quintero
Los Potros,Acabame De Matar
Los Potros,	Buscando Novia
Los Potros,	La Mancha
Los Potros,	El Muchacho Alegre
Carlos Y Jose,La Entalladita
Carlos Y Jose,Dados Cargados
Carlos Y Jose,Jacinto El Tullido
Carlos Y Jose,Soy Albañil
Carlos Y Jose,Las Flores Que Tu Me Diste
Carlos Y Jose,Por Nuestro Bien
Carlos Y Jose,Sangre De Indio
Carlos Y Jose,Un Complejo
Voz De Mando,La Hummer Y El Camaro
Voz De Mando,Eres Mi Cenicienta
Voz De Mando,Muchacho De Campo
Voz De Mando,Y Ahora Resulta
Voz De Mando,Comandos Del M.P. (500 Balazos)
Voz De Mando,Mente En Blanco
Voz De Mando,De Corazón Ranchero
Voz De Mando,Gente de Arranque
Voz De Mando,Como Te Amo Yo
Voz De Mando,"La Hummer Y El Camaro 2 ""La Revancha"""
Voz De Mando,Carta A Esther
Voz De Mando,El Yoghurt
Voz De Mando,Desilusión
Voz De Mando,La Gorda Y La Flaca
Voz De Mando,Con Plomo Presente
Voz De Mando,El Señor De Los Cielos
Voz De Mando,Navidad Sin Ti
Voz De Mando,Estilo Especial
C-Kan,Intolerable 
C-Kan,Si Tu Te Retiras
C-Kan,Todo Lo Que Brilla No Es Oro
C-Kan,Mama Me Dijo Un Dia
C-Kan,Norma 
C-Kan,Yo Soy Quien Soy
C-Kan,My Everything
C-Kan,Aparece
C-Kan,Dejame En Paz
C-Kan,Mujer Bonita
C-Kan,El Llanto Del Inmigrante
C-Kan,Quien Contra Mi
C-Kan,Por El Mexicano
C-Kan,No Haces Na
Los Rehenes,Para Ti No Tengo Amor
Los Rehenes,No Me Importa
Los Rehenes,Limosnero De Cariño
Los Rehenes,Todo Fue Una Farsa
Los Rehenes,Háblame Claro
Los Rehenes,Un Títere
Los Rehenes,Contigo Ya Son Dos
Los Rehenes,Aprende A Llorar
Los Rehenes,Enamórate
Los Rehenes,Vete De Mí
Los Rehenes,Dónde Esta
Los Rehenes,Regálame
Los Rehenes,Ni Una Lágrima Más
Los Rehenes,Siempre Habrá Una Mujer
Los Rehenes,Me Pides Tu Libertad
Los Rehenes,"Ni El Primero, Ni El Último"
Los Rehenes,Secretos Que No Se Cuentan
Los Rehenes,Adiós Y Buena Suerte
Los Rehenes,Amor De Nadie
Los Rehenes,Una Banda Y Un Corrido
Los Rehenes,No Te Vayas Hoy
Los Rehenes,"No Llegó, No Llegó"
Los Rehenes,Pregúntame A Mi
Los Rehenes,Amor En Silencio
Los Rehenes,Mentiras Para María
Los Rehenes,Se Me Olvido Tu Cara
Los Rehenes,En El Último Rincón
Los Rehenes,Condéname A Quererte
Los Rehenes,Devuélveme El Corazón
Los Rehenes,Para Ponerme A Llorar
Los Rehenes,Tu Juguete
Los Rehenes,México Ya Regresé
Los Rehenes,Mujeres Bravas
Los Rehenes,Todo Me Recuerda A Ti
Los Rehenes,Cosas Buenas Que Parecen Malas
Los Rehenes,El Último Ruego
Los Rehenes,Sola
Los Rehenes,Déjame Soñar Contigo
Los Rehenes,Cicatrices Con Tu Nombre
Los Rehenes,Que Tonto Fui
Los Rehenes,Una Historia Barata
Los Rehenes,Llorando Está
Los Rehenes,Y Me Escondí A Llorar
Los Invasores De Nuevo Leon,Que Mas Quieres De Mi
Los Invasores De Nuevo Leon,Si Se Me Pone
Los Invasores De Nuevo Leon,Nadie Se Muere De Amor
Los Invasores De Nuevo Leon,Buscate Otro Tonto
Los Invasores De Nuevo Leon,El Trago Amargo
Los Invasores De Nuevo Leon,Sin Afan De Ofender
Los Invasores De Nuevo Leon,No Es Pa' Presumir
Los Invasores De Nuevo Leon,Un Adios
Los Invasores De Nuevo Leon,Tu y Yo
Los Invasores De Nuevo Leon,Cancion De Amor
Los Invasores De Nuevo Leon,Gracias Porque Volviste
Los Tigres Del Norte,Mañanitas A Mi Madre
Los Tigres Del Norte,Mañanitas Tapatias
Los Tigres Del Norte,Mi Linda Esposa
Los Tigres Del Norte,Cariño Sin Condición
Los Tigres Del Norte,Amor De Madre
Los Tigres Del Norte,Consuelo
Los Tigres Del Norte,No Sufras Madre
Los Tigres Del Norte,La Llamada
Los Tigres Del Norte,Mañanitas Guadalupanas
Los Tigres Del Norte,Rifare Mi Suerté
Los Tigres Del Norte,Madrecita Querida
Los Tigres Del Norte,"Señora, Señora, Señora"
Los Tigres Del Norte,Dos Coronas A Mi Madre
Los Tigres Del Norte,Hoy Le Hablo A Diario
Los Tigres Del Norte,Va Sola
Los Tigres Del Norte,La Mesa Del Rincón
Los Tigres Del Norte,Golpes En El Corazón
Los Tigres Del Norte,La Manzanita
Los Tigres Del Norte,Tu Cárcel
Los Tigres Del Norte,Contrabando Y Traición
Los Tigres Del Norte,La Mesa Del Rincon
Los Tigres Del Norte,Directo Al Corazon
Los Tigres Del Norte,Golpes En El Corazon
Los Tigres Del Norte,La Manzanita
Bronco,Déjame Amarte Otra Vez
Bronco,Que No Quede Huella
Bronco,Amigo Bronco
Bronco,Con Zapatos De Tacón
Bronco,Nunca Voy A Olvidarte
Bronco,Sergio El Bailador
Bronco,Si Te Vuelves A Enamorar (Remasterizado)
Bronco,Los Castigados (Remasterizado)
Bronco,Adoro (Remasterizado)
Bronco,"Mírenla, Mírenla (Remasterizado)"
Bronco,Botas Y Sombrero
Bronco,El Sheriff De Chocolate
Bronco,Libros Tontos
Bronco,Quien Pierde Más
Bronco,El Golpe Traidor
Bronco,A Qué Le Tiramos
Bronco,Te Quise Una Vez
Bronco,Dos Mujeres Un Camino
Bronco,La Hechicera
Bronco,Sergio El Bailador
Bronco,Que No Quede Huella
Bronco,Déjame Amarte Otra Vez
Bronco,Oro
Bronco,Adoro
Bronco,Aunque No Me Quieras
Bronco,Los Castigados
Bronco,El Sheriff De Chocolate
Bronco,Amigo Bronco
Bronco,Házme Soñar
Bronco,Arráncame La Vida
Bronco,Dos Mujeres Un Camino
Paquita La Del Barrio,El Cornudo
Paquita La Del Barrio,No Hay Mujeres Feas (Mi Vecinita)
Paquita La Del Barrio,La Mamá Soltera
Paquita La Del Barrio,El Consejo
Paquita La Del Barrio,Gracias
Paquita La Del Barrio,A Los Ex No Se Les Llora
Paquita La Del Barrio,No Me Vuelvo A Enamorar
Paquita La Del Barrio,Mi Razón
Joan Sebastian,Juliantla
Joan Sebastian,Hasta Que Amanezca
Joan Sebastian,Contigo O Sin Ti
Joan Sebastian,Hoy Empieza Mi Tristeza
Joan Sebastian,Vete O Me Voy
Joan Sebastian,El Perdedor
Joan Sebastian,Sembrador De Amor
Joan Sebastian,En Tu Sonrisa
Joan Sebastian,Se Esta Volviendo Loco (Se Esta Volviendo Loco El Corazón)
Joan Sebastian,Lobo Domesticado
Joan Sebastian,Alma De Niña
Joan Sebastian,El Ilegal
Joan Sebastian,Hay Un Tren A Las Cinco
Joan Sebastian,Amar Como Te Amé
Joan Sebastian,Lo Dijo El Corazón
Joan Sebastian,Tu Y Yo
Joan Sebastian,Manantial De Llanto
Joan Sebastian,Melodía Para Dos
Joan Sebastian,Verdad Que Duele
Joan Sebastian,Recuérdame Bonito
Joan Sebastian,Dos Opciones
Joan Sebastian,Maracas
Joan Sebastian,Un Idiota
Joan Sebastian,Me Gustas
Joan Sebastian,Mi Cómplice
Joan Sebastian,Oiga
Joan Sebastian,El Primer Tonto
Joan Sebastian,Gracias Por Tanto Amor
Joan Sebastian,Eso Y Más
Joan Sebastian,Pirata
Joan Sebastian,Tatuajes
Joan Sebastian,Llorar
Joan Sebastian,Como Tu Decidas
Joan Sebastian,Estas Fallando
Joan Sebastian,Aunque Me Duela El Alma
Joan Sebastian,Enamorarse Así
Joan Sebastian,Amor Sin Maquillaje
Joan Sebastian,El Precio
Joan Sebastian,Trono Caído
Joan Sebastian,Más Alla Del Sol
Joan Sebastian,Que No Te Asombre
Joan Sebastian,Que Ya No Estás
Joan Sebastian,Sangoloteadito
Joan Sebastian,Bandido De Amores
Joan Sebastian,Manuel Juárez
Joan Sebastian,Carrera A Muerte
Joan Sebastian,Ojitos De Golondrina
Joan Sebastian,Sentimental
Joan Sebastian,Así Te Quiero
Joan Sebastian,Amor Limosnero
Joan Sebastian,Soy Como Quiero Ser
OV7,Aum Aum
OV7,Shabadabada
OV7,Confieso (En Vivo)
OV7,Magia (Nothing's Gonna Stop Us Now)
OV7,Prisioneros (Take On Me)
OV7,Enloquéceme
OV7,Desintoxicada
OV7,Más Que Amor
OV7,No Es Obsesión
OV7,Vuela Más Alto
OV7,No Me Voy
OV7,Prohibido Quererme (En Vivo)
OV7,Tenemos Un Secreto
OV7,"Pónganse Botas, Quítense Tenis (En Vivo)"
OV7,Un Pie Tras Otro Pie
OV7,"Te Quiero Tanto, Tanto (En Vivo)"
OV7,Mírame A Los Ojos
OV7,Enloquéceme
OV7,Confieso (En Vivo)
OV7,Magia (Nothing's Gonna Stop Us Now)
OV7,Tenemos Un Secreto
OV7,Prohibido Quererme (En Vivo)
OV7,No Me Voy
OV7,Mírame A Los Ojos
OV7,"Te Quiero Tanto, Tanto (En Vivo)"
OV7,No Es Obsesión
OV7,Vuela Más Alto
OV7,"Pónganse Botas, Quítense Tenis (En Vivo)"
OV7,Un Pie Tras Otro Pie
Adan Cruz,Volare
Adan Cruz,Roystonea
Adan Cruz,We Made A Plan
Adan Cruz,Ándale Nena
Adan Cruz,Quierelo
Faruz Feet,Ahora Que Soy Bueno
Faruz Feet,Pudo Ser
Faruz Feet,Puro Corazón 
Faruz Feet,Cómo La Luna y El Sol
Faruz Feet,Mi Sabio
Faruz Feet,Underdogg
Various,Perdóname
Serko Fu,Margarito
Kafé con Leshe,Cienes
Faruz Feet,Ahora Que Soy Bueno
Faruz Feet,Pudo Ser
Faruz Feet,Cómo La Luna y El Sol
Faruz Feet,Puro Corazón 
Faruz Feet,Mi Sabio
Faruz Feet,Underdogg
Elote El Barbaro,Esto Es México 
Tankeone,Flor De Baldío 
Tankeone,Por El Amor De Dios 
Lirika Inverza,La Muerte Es Solo Un Invento
Lirika Inverza,Éter-no
Lirika Inverza,Trimegisto
Lirika Inverza,Inefable 
Lirika Inverza,Somos Magia
Millonario,Yo No Creo En la Democracia
C-Kan,Intolerable 
C-Kan,Yo Soy Quien Soy
C-Kan,Mama Me Dijo Un Dia
C-Kan,Si Tu Te Retiras
C-Kan,Mujer Bonita
C-Kan,Aparece
C-Kan,My Everything
C-Kan,Dejame En Paz
C-Kan,El Llanto Del Inmigrante
C-Kan,Norma 
C-Kan,Todo Lo Que Brilla No Es Oro
C-Kan,Por El Mexicano
C-Kan,Quien Contra Mi
C-Kan,No Haces Na
Millonario,Si Nos Portamos Mal
Millonario,Casco Nazi
Millonario,Rayas de Patron
Millonario,Consiénteme
Millonario,"Mili, Mili, Mili"
Millonario,De Aquí Los Veo
Millonario,Chingo De Cheve
Millonario,"Calle, Alcohol, Sexo y Placer"
Millonario,Inmortal
Millonario,Hay Amor
Millonario,Gracias
Millonario,Como Se Debe
Millonario,Yo No Creo En La Democracia
Angeles Negros,Tanto Adiós
Angeles Negros,Esta Noche La Paso Contigo
Angeles Negros,Cómo Quisiera Decirte
Angeles Negros,Cómo Quisiera Decirte
Angeles Negros,Esta Noche La Paso Contigo
Angeles Negros,Cómo Quisiera Decirte
Lila Downs,Una Cruz De Madera
Lila Downs,Humito De Copal
Lila Downs,Mano Negra
Lila Downs,La Farsante
Lila Downs,Cuando Me Tocas Tú
Lila Downs,Balas Y Chocolate
Lila Downs,La Burra
Lila Downs,La Patria Madrina
Lila Downs,Dulce Veneno
Lila Downs,La Promesa
Lila Downs,Son De Difuntos
Lila Downs,Las Casas De Madera
Lila Downs,Viene La Muerte Echando Rasero
Lila Downs,La Farsante
Lila Downs,Humito De Copal
Lila Downs,La Promesa
Lila Downs,La Burra
Lila Downs,La Patria Madrina
Lila Downs,Una Cruz De Madera
Lila Downs,Balas Y Chocolate
Lila Downs,Dulce Veneno
Lila Downs,Son De Difuntos
Lila Downs,Viene La Muerte Echando Rasero
Lila Downs,Mano Negra
Lila Downs,Zapata Se Queda
Lila Downs,Cuando Me Tocas Tú
Lila Downs,Mezcalito
Lila Downs,El Corrido de Tacha (La Teibolera)
Lila Downs,Fallaste Corazón
Lila Downs,Tu Cárcel
Lila Downs,La Cumbia Del Mole
Ill Mascaras,Dios Barras
Valentin Elizalde,Te Quiero Asi
Bertín Osborne,Amor Mediterráneo
Bertín Osborne,Llueve 
Bertín Osborne,Lo Que Cambié Por Ti 
Bertín Osborne,Abrázame 
Bertín Osborne,Era Bella
Bertín Osborne,Tú Sólo Tú 
Bertín Osborne,Como Un Vagabundo 
Bertín Osborne,Ámame
Bertín Osborne,Eterna Melodía
Bertín Osborne,Caballero De Verdad 
Bertín Osborne,Noche De San Juan 
Bertín Osborne,Buena Suerte
Valentin Elizalde,Vete Con El
Valentin Elizalde,Mi Amante
Valentin Elizalde,Soy Así
Valentin Elizalde,La Gallina Ponedora
Valentin Elizalde,Aunque Te Enamores
Valentin Elizalde,Que Me Toquen Las Golondrinas
Valentin Elizalde,Para Que Olvidar
Valentin Elizalde,Zenaida Ingrata
Valentin Elizalde,La Banda Borracha
Antonio Aguilar,El Adolorido
Antonio Aguilar,Ya Supe Lupe
Antonio Aguilar,El Dicharachero
Antonio Aguilar,Ya Viene Amaneciendo
Antonio Aguilar,Cheque Al Portador
Antonio Aguilar,Copitas De Mezcal
Antonio Aguilar,Hace Un Año
Antonio Aguilar,Canción Mixteca
Antonio Aguilar,Gabino Barrera
Antonio Aguilar,Caballo Prieto Afamado
Valentin Elizalde,La Tumba del Suicida
Valentin Elizalde,Los Compromisos
Valentin Elizalde,Fijate
Valentin Elizalde,A Cada Instante
Valentin Elizalde,Cuando Dos Almas
Valentin Elizalde,Hace Un Año
Valentin Elizalde,Los Ojitos De Mi Elena
Valentin Elizalde,La Pecosita
Valentin Elizalde,El Abandonado
Los Tigres Del Norte,El Aguilillo
Los Tigres Del Norte,El Que No Había Nacido
Los Tigres Del Norte,Pokar Alto
Los Tigres Del Norte,Leopoldo Rios
Los Tigres Del Norte,Las Mujeres De Juarez
Los Tigres Del Norte,El Canelo
Los Tigres Del Norte,Sabas Lopez
Los Tigres Del Norte,Carne Quemada
Los Tigres Del Norte,El Curita Y La Coqueta
Los Tigres Del Norte,Muerte Anunciada
Los Tigres Del Norte,Por Debajo Del Agua
Los Tigres Del Norte,Por Ser Sinaloense
Los Tigres Del Norte,Jose Perez Leon
Los Tigres Del Norte,El Cura
Los Tigres Del Norte,El Discipulo Del Diablo
Valentin Elizalde,La Más Deseada
Valentin Elizalde,Y Se Parece A Ti
Valentin Elizalde,Sobre La Tumba De Mi Padre
Valentin Elizalde,Oh Mi Niña
Valentin Elizalde,Por Que Te Extraño
Valentin Elizalde,Vencedor
Valentin Elizalde,Ya Viene Amaneciendo
Valentin Elizalde,La Vida No Es
Valentin Elizalde,Gracias Por Que Volviste
Valentin Elizalde,Vidita Mia
Valentin Elizalde,En Esta Navidad
Los Tigres Del Norte,Lágrimas De Sangre
Los Tigres Del Norte,Corazón Herido
Los Tigres Del Norte,El Muro
Los Tigres Del Norte,Un Hombre De Ley
Los Tigres Del Norte,Detalles
Los Tigres Del Norte,Los Mal Portados
Los Tigres Del Norte,Cuidado Con La Mesera
Los Tigres Del Norte,Emociones
Los Tigres Del Norte,Tus Ausencias
Los Tigres Del Norte,América Central
Los Tigres Del Norte,Que Nunca Se Entere
Los Tigres Del Norte,Fue Una Mujer
Los Tigres Del Norte,El Muro (Versíon Original)
Los Tigres Del Norte,Las Huellas Del Alacrán
La Original Banda El Limón De Salvador Lizárraga,Dos Gotas De Agua
La Original Banda El Limón De Salvador Lizárraga,El Chiroteo
La Original Banda El Limón De Salvador Lizárraga,Ahora Por Idea
La Original Banda El Limón De Salvador Lizárraga,Vuela Paloma
La Original Banda El Limón De Salvador Lizárraga,María De Jesús
La Original Banda El Limón De Salvador Lizárraga,Pobre Bohemio
Antonio Aguilar,Tampico Hermoso
Antonio Aguilar,Echenle Un Quinto Al Piano
Antonio Aguilar,Te He De Querer
Antonio Aguilar,Que Te Falta Mujer
Antonio Aguilar,Me Importa Poco
Antonio Aguilar,Noviando En Lo Obscurito
Antonio Aguilar,El Cantador
Antonio Aguilar,El Moro De Cumpas
Antonio Aguilar,Pero Hombre Amigo (El Chubasco)
Valentin Elizalde,Vencedor
Los Horoscopos De Durango,Antes Muerta Que Sencilla
Los Horoscopos De Durango,Una Sola Caida
Los Horoscopos De Durango,Cambiemos Los Papeles
Los Horoscopos De Durango,Dos Locos
Los Horoscopos De Durango,Porque Siempre Te Amare
Los Horoscopos De Durango,El Sonador
Los Horoscopos De Durango,Dos Locos
Los Horoscopos De Durango,Antes Muerta Que Sencilla
Los Horoscopos De Durango,Adios Y Bienvenida
Los Horoscopos De Durango,Cambiemos Los Papeles
Los Horoscopos De Durango,Obsesion
Pedro Infante,Con Un Polvo Y Otro Polvo
Pedro Infante,Échenme La Tierra Encima
Pedro Infante,Cuatro Caminos
Pedro Infante,El Gavilán Pollero
Pedro Infante,Mi Tenampa
Pedro Infante,El Tren Sin Pasajeros
Pedro Infante,Paloma Déjame Ir
Pedro Infante,La Que Se Fué
Pedro Infante,Tu Recuerdo Y Yo
Pedro Infante,El Papalote
Pedro Infante,Mira Nada Más
Pedro Infante,Tú Solo Tú
Pedro Infante,Paloma Querida
Pedro Infante,La Cama De Piedra
Pedro Infante,Flor Sin Retoño
Pedro Infante,Historia De Un Amor
Pedro Infante,Que Murmuren
Pedro Infante,Nuestro Amor
Pedro Infante,Llegaste Tarde
Pedro Infante,Tu Vida Y Mi Vida
Pedro Infante,Presentimiento
Pedro Infante,El Muñeco De Cuerda
Pedro Infante,Mi Amigo Del Mar
Pedro Infante,Dí Que No
Pedro Infante,La Última Vez
Pedro Infante,Yo Te Quise
Pedro Infante,Grito Prisionero
Pedro Infante,Que Seas Felíz
Pedro Infante,Tu Amor Y Mi Amor
Pedro Infante,Corazón
Pedro Infante,Ni Por Favor
Pedro Infante,Las Tres Cosas
Pedro Infante,Mi tragedia
Pedro Infante,No Me Platiques
Pedro Infante,Amores De Ayer
Pedro Infante,Nocturnal
Pedro Infante,Aunque Me Cueste La Vida
Pedro Infante,Me Dices Que Te Vas
Pedro Infante,Enamorada
Pedro Infante,Te Quiero Así
Pedro Infante,Mía
Pedro Infante,Tu Lugar Vacío
Pedro Infante,Por Última Vez
Pedro Infante,A La Orilla Del Mar
Pedro Infante,Vaya Con Dios
Pedro Infante,Deberías De Volver
Pedro Infante,Ven Junto A Mí
Pedro Infante,Adiós Lucrecia
Pedro Infante,El Gorgorello
Pedro Infante,El Piojo Y La Pulga
Pedro Infante,Pos Cui Cui Ri
Pedro Infante,Las Tres Botellas
Pedro Infante,Ahora Que Me Siento Nylon
Pedro Infante,Café Con Piquete
Pedro Infante,Vieja Chismosa
Pedro Infante,El Volador
Pedro Infante,La  Tertulia
Pedro Infante,Carta A Eufemia
Pedro Infante,El Copetín
Pedro Infante,Arre... Júntate Prietita
Pedro Infante,Nochecitas Mexicanas
Pedro Infante,Peso Sobre Peso
Pedro Infante,El Lavadero
Pedro Infante,Mi Chorro De Voz
Pedro Infante,Dios Nunca Muere
Pedro Infante,Alejandra
Pedro Infante,Mañana
Pedro Infante,El Plebeyo
Pedro Infante,Carmen
Pedro Infante,No Puedo Más
Pedro Infante,Sobre Las Olas
Pedro Infante,Rosalía
Pedro Infante,Nube Gris
Pedro Infante,Club Verde
Pedro Infante,Una Noche De Julio
Pedro Infante,Dolores
Pedro Infante,Morir Soñando
Pedro Infante,Luna De Octubre
Pedro Infante,"Corazón, Corazón"
Pedro Infante,Recuerdo
Pedro Infante,Viva Mi Desgracia
Pedro Infante,Serenata
Pedro Infante,El Alazán Y El Rosillo
Pedro Infante,Ifigeño El Sombrerudo
Pedro Infante,El Mala Estrella
Pedro Infante,15 De Septiembre
Pedro Infante,Allá En El Rancho Grande
Pedro Infante,Los Gavilanes
Pedro Infante,Islas Marías
Pedro Infante,Yo Maté A Juan Charrasqueado
Pedro Infante,Jorge Negrete
Pedro Infante,Tercia De Ases
Pedro Infante,La Rafaelita
Pedro Infante,El Fronterizo
