style,year,artist,title,discogs_id
Corrido,1970,Los Caporales Del Norte,Famosos Corridos De La Revolución,15366833
Corrido,1970,Los Caporales Del Norte,El Caballo Y Sus Corridos,33013059
Corrido,1970,Los Camperos De Allende,Cozumel / LaTomacita,37031262
Corrido,1970,Francisco Charro Avitia*,Se Me Hizo Facil / Ya Estas Sembrado Agustin,11816476
Corrido,1970,Los Hnos. Samperio Y Antonio Bribiesca,Revolucion Mexicana,4383634
Corrido,1970,El Charro Avitia*,El Charro Avitia A Rienda Suelta,7754438
Corrido,1970,Gerardo Reyes,Nudo Ciego,12624850
Corrido,1970,Los Camperos De Allende,Cozumnel,12629280
Corrido,1970,Trio Los Pingüinos*,Que Voces...Que Guitarras...Que Melodias,28321738
Corrido,1970,Antonio Aguilar*,Ya viene amaneciendo,10486147
Corrido,1970,Enrique Samaniego (2),El Tamborazo Zacatecano De Enrique Samaniego,33013548
Corrido,1970,Irma Serrano,La Tumba De Villa / Prenda Del Alma,14964664
Corrido,1970,Los Caporales Del Norte,¡Ajua!,28247791
Corrido,1970,Charro Avitia*,Llego Borracho El Borracho,23773778
Corrido,1970,Lupe Y Polo,Me Ciaste Del Cielo,10433052
Corrido,1970,Simplemente Daniel,Soy De Puro Nuevo Leon,13081852
Corrido,1970,Massiel Con El Mariachi Oro Y Plata,Massiel En Mexico,12136925
Corrido,1970,Laura Fierro Con El Mariachi Insurgente,Dime Si Vas A Querer / No Me Quemes,11828584
Corrido,1970,Dueto Arrullo,La Paloma,30654751
Corrido,1970,Vicente Fernández*,Ni En Defensa Propia,27205803
Corrido,1970,Grupo San Antonio,¡ Que Chulos Ojos !,30128459
Corrido,1970,Vicente Fernández*,Ni En Defensa Propia,27168774
Corrido,1970,Los Alegres De Terán,Corre Corre Camioncito,21819316
Corrido,1970,Miguel Aceves Mejia Con El Mariachi Vargas de Tecalitlán,Caballo Prieto Azabache / Caballo Lobo Gateado / El Siete Leguas / El Cantor,34665157
Corrido,1970,Los Gavilanes del Norte*,El Silbidito,11098934
Corrido,1970,Los Gavilanes Del Norte,El Disgusto,19731082
Corrido,1970,Cuco Sanchez,Album De Oro Vol. II,20760433
Corrido,1970,Lorenzo De Monteclaro,...Nos Separa El Destino...,17786917
Corrido,1970,Los Auténticos Gavilanes Del Norte*,El Disgusto,11252834
Corrido,1970,Los Gavilanes Juan y Salomon*,La Piedra,11007618
Corrido,1970,Lucha Villa,Mi Gusto Es El Mariachi,11462729
Corrido,1971,Conjunto De Los Hnos. Banda*,Corridos De Siempre,33624315
Corrido,1971,Jose Luis Y Los Maloos,Vol. 3 - Corridos De La Revolución Mexicana,13219911
Corrido,1971,Los Broncos De Reynosa,Sube Y Baja,5668607
Corrido,1971,Dueto Perez y Perez,Chaparrita Consentida / Amor Secreto,30429182
Corrido,1971,Dueto Centella (3),Tragedias Y Corridos,11252987
Corrido,1971,Dueto Rio Bravo*,Ando Borracho,30429209
Corrido,1971,Lucha Villa,El Ausente,10187251
Corrido,1971,Los Tremendos Gavilanes Juan y Salomón*,Corridos Famosos,11221226
Corrido,1971,The Nopals,Lucio Vazquez / Gabino Barrera,11504936
Corrido,1971,Francisco Charro Avitia*,El Rey,8975530
Corrido,1971,Antonio Aguilar*,Cantos De Mi Tierra,14894225
Corrido,1971,Antonio Aguilar*,Antonio Aguilar,4994002
Corrido,1971,El Piporro*,Llego El Piporro,25643119
Corrido,1971,Francisco Charro Avitia*,El Rey,27974826
Corrido,1971,Los Halcones De Salitrillo,Te Estas Casando De Blanco / Los Albañiles,24113486
Corrido,1971,Antonio Aguilar*,Antonio Aguilar,29962774
Corrido,1971,Antonio Aguilar*,Hay Un Lirio / Echenle Un Quinto Al Piano,17595691
Corrido,1971,Los Aztecas,Los Aztecas,12175450
Corrido,1971,"Lucha Villa, Mariachi Oro Y Plata",El Pezuñas De Oro,12424100
Corrido,1971,Paloma Estrada (2) Con El Conj. De Leopoldo Estrada*,Guarda Tu Distancia / No Vuelvas Mas,31694249
Corrido,1971,Dueto Las Palomas*,15 Autenticos Exitos,30004060
Corrido,1971,Los Gavilanes Juan Y Salomon*,Concha Perdida,10700356
Corrido,1971,José De Molina,Cánticos Y Testimonios,9487186
Corrido,1971,Los Preludios*,Las Chaparritas,30111305
Corrido,1971,Los Relampagos Del Norte,Los Relampagos Del Norte,33681147
Corrido,1971,Los Relampagos Del Norte,El Album Del 70 De Los Relampagos Del Norte,33982668
Corrido,1971,Antonio Aguilar*,El Charro De Mexico,22641776
Corrido,1971,Carlos Y Jose,Corridos Y Canciones Norteñas Con,12061420
Corrido,1971,Antonio Aguilar*,El Charro De Mexico,16770267
Corrido,1971,Los Machucambos,Los Machucambos,22316878
Corrido,1971,Lucha Lopez,Corridos Y Rancheras,34361683
Corrido,1971,Carlos Y Jose,Mas Exitos,25859332
Corrido,1971,Salvador Meza y Su Conjunto,Tragos Amargos,12542716
Corrido,1971,Lucha Villa,Puro Norte Con Lucha Villa,35204164
Corrido,1971,Various,Antologia De La Canción Popular Mexicana,9792929
Corrido,1971,Los Machucambos,Los Machucambos,33032820
Corrido,1971,Los Saylors,El Golpe Traidor,14682846
Corrido,1971,Marimba Orquesta Balun Canan,Balun Canan,27091698
Corrido,1972,Ignacio López Tarso,Mas Corridos de la Revolución Volumen 2,24610589
Corrido,1972,José De Molina,Testimonios Rebeldes,9525622
Corrido,1972,Lupe Y Polo,Nunca Te Fallo,12643126
Corrido,1972,Los Tremendos Gavilanes De Juan Y Salomon*,Tres Mujeres / La Entalladita,11907441
Corrido,1972,Los Hermanos Banda,Corridos De Siempre,34681782
Corrido,1972,Los Churumbeles De España,Los Churumbeles De España,33068754
Corrido,1972,Various,El Corrido Mexicano,11767199
Corrido,1972,Ignacio López Tarso,Corridos De La Revolucion,24610523
Corrido,1972,Bulmaro Contreras Y Su Conjunto Norteño,Corridos De La Revolucion,19516033
Corrido,1972,Los Embajadores De Monterrey,El Corrido De Pepito / El Tordillo Y El Texano,11039478
Corrido,1972,Los Robles*,Viva Mi Suerte /  El Cuatrapeado,10922074
Corrido,1972,Antonio Aguilar*,Corridos De Caballos Famosos,16404108
Corrido,1972,Cornelio Reyna,Que Se Junten Nuestros Brazos,24730643
Corrido,1972,Mariachi Vargas De Tecalitlan*,El Mejor Mariachi Del Mundo Vol. II,8492588
Corrido,1972,Cornelio Reyna,San Francisco / Puerto Rico,31410248
Corrido,1972,Los Relampagos De La Frontera,Los Relampagos De La Frontera,27369918
Corrido,1972,Dueto Primavera,Corridos De Ingratas,10935569
Corrido,1972,Los Dos Rancheros,Corridos - La Tumba De Villa,11196723
Corrido,1972,Antonio Aguilar*,Corridos De Caballos Famosos,10895562
Corrido,1972,El Rancherito Del Norte,Si Me Faltaras Tu / Con Los Ojos Del Alma,10932270
Corrido,1972,Antonio Aguilar*,Cantos De Mi Tierra,5489343
Corrido,1972,Juan Ochoa,Zenaida Ingrata / En Un Solo Albur,5894935
Corrido,1972,Conjunto Tamaulipas,Los Judiciales De Laredo / El Cocodrilo,33825360
Corrido,1972,Avelino Pérez,Mi Chamaquita / Como Te Quiero,10851732
Corrido,1972,El Conjunto Tamaulipas*,Corrido De Alfonso Cano / Dos Gotas De Agua,30437336
Corrido,1972,Conjunto De Los Hnos. Banda*,Corrido De Chihuahua / Corrido De Durango,10386016
Corrido,1972,Antonio Aguilar*,La Yegua Colorada/ El Corrido De Valente Quintero,26270216
Corrido,1972,Conjunto San Antonio Alegre,Valses Mexicanos,8569022
Corrido,1972,Dueto America,Aguascalientes,26838194
Corrido,1972,Sandy Y Los Silhouettes,Enseñate A Olvidar / Te Fuiste Con Otro,25661386
Corrido,1972,Mariachi El Zarco,Lo Más Popular Del Folklore Mexicano,11922711
Corrido,1972,Lorenzo De Monteclaro,Adios Amor,4990954
Corrido,1972,Gerardo Reyes,Mi Cruz / Sin Fortuna,11816643
Corrido,1972,Carlos Y Jose,Una Sombra,16890042
Corrido,1972,"Margara La Bikina*, Mariachi Perla De Occidente",Una Nueva Voz,23621420
Corrido,1972,Los Gavilanes del Norte*,Te Traigo Estas Flores,11098849
Corrido,1972,El Palomo Y El Gorrion,Ingratos Ojos Mios,11118878
Corrido,1972,Los Tremendos Gavilanes,No Hay Lugar,11044733
Corrido,1972,Lalo Gonzalez Piporro*,Sabor Norteño,19413826
Corrido,1972,Los Dos Rancheros,No Tengo Dinero,10001343
Corrido,1972,Rubén Villarreal,"Voz , Sentimiento E Inspiracion",30003619
Corrido,1972,Vicente Fernàndez*,¡Arriba Huentitàn!,7321077
Corrido,1972,Los Dos Rancheros,Retirate A Los Campos,11221872
Corrido,1972,Los Tremendos Gavilanes,Valia Mas,11136836
Corrido,1972,Ignacio López Tarso,En Las Trincheras De La Revolucion Con Ignacio López Tarso,5816452
Corrido,1972,Los Tremendos Gavilanes,La Hilacha,11033254
Corrido,1972,Los Gavilanes*,A La Ru Ru,11131433
Corrido,1972,Lucha Villa,Puro Norte Vol. 2,20593723
Corrido,1972,Lucha Villa,Puro Norte Vol. 2,11457935
Corrido,1973,Various,Antologia Del Corrido Mexicano,20307469
Corrido,1973,Las Autenticas Vecinas De Leonor Campos,Si No Has de Volver / Que Hare Yo,11834004
Corrido,1973,Ignacio López Tarso,Antología Del Corrido De La Revolucionario En La Voz De Ignacio Lopez Tarso,15915968
Corrido,1973,Ignacio López Tarso,Ignacio López Tarso,20460724
Corrido,1973,Jose Luis Gazcón,Y Su Gente,32860716
Corrido,1973,Los Donnenos*,Corridos Famosos Con... Los Donnenos,10499438
Corrido,1973,Queta Jimenez La Prieta Linda*,La Prieta Linda,24617135
Corrido,1973,Chabela Vargas* Con Antonio Bribiesca,La Fabulosa,16055133
Corrido,1973,Arturo Villela,Yo Soy Guerrerense,13553331
Corrido,1973,Los Tremendos Gavilanes,Gavilanes Country,11668621
Corrido,1973,Freddie Martinez,Quiero Saber,12356182
Corrido,1973,Vicente Fernandez,Entre Monjas Anda El Diablo,21269722
Corrido,1973,Las Jilguerillas,Corrido de Nicolasa / Anda Paloma y Dile,11700947
Corrido,1973,Las Jilguerillas,Rosa de Castilla / Corrido de Nicolasa,30445367
Corrido,1973,Cornelio Reyna,Estamos A Mano,31122284
Corrido,1973,El Paisa Y Su Conjunto*,El Tigre De La Sierra / Costa Brava,28754593
Corrido,1973,Los Reyneros,Exitos NorteÑOs,34496758
Corrido,1973,Carlos Y Jose,Carlos Y Jose,13529857
Corrido,1973,Antonio Aguilar*,Antonio Aguilar,15902213
Corrido,1973,Los Broncos De Reynosa,Del Puritito Norte,29291986
Corrido,1973,"Antonio Aguilar*, Mariachi Oro Y Plata",Con El Mariachi Oro Y Plata De Jose Chavez,29963014
Corrido,1973,Antonio Aguilar*,Puras Buenas...,33352781
Corrido,1973,Antonio Aguilar*,Antonio Aguilar,17187610
Corrido,1973,Los Broncos De Reynosa,Mi Ultima Carta,9403249
Corrido,1973,Los Halcones De Salitrillo,Juanita / Los Tres Amigos,24027746
Corrido,1973,Lupe Y Polo Y Su Conjunto*,Exitos Con Lupe Y Polo,10436696
Corrido,1973,Los Aguilar,Adriana /Joven Divina,25069747
Corrido,1973,Antonio Aguilar*,Mi Homenaje A José Alfredo Jiménez,12706403
Corrido,1973,Francisco El Charro Avitia,Zacazonapan,33068640
Corrido,1973,Los Castigadores,Amor De Propina,11201512
Corrido,1973,Antonio Aguilar*,Antonio Aguilar,17341102
Corrido,1973,Alegres De Teran*,Corridos Famosos,11486026
Corrido,1973,Los Dos Rancheros,Retirate A Los Campos,11137020
Corrido,1973,Óscar Chávez*,Mariguana,15458883
Corrido,1973,Lucha Villa,Mis Canciones Favoritas,6268752
Corrido,1973,Lucha Villa,Mis Canciones Favoritas,32886231
Corrido,1973,Las Perlitas Con Los Regionales Del Valle,Con Estilo Norteño,11209359
Corrido,1973,Los Gavilanes Del Norte,Ambicion,11103569
Corrido,1973,Los Tremendos Gavilanes Juan Y Salomon*,Tratare De Olvidar,11578143
Corrido,1973,Antonio Aguilar*,Viva El Norte Con... Antonio Aguilar,17430505
Corrido,1973,Los Donneños,En El Corazón Se Siente,11225524
Corrido,1974,Beto Y Rosendo & Los Laguneros,Corridos De La Revolución,29395933
Corrido,1974,Juan Alejandro (5) Con Mariachi Libertad,Juan Alejandro,30459254
Corrido,1974,Hermanos Záizar,Alma Angelina / Mala Malita,23927660
Corrido,1974,Los Embajadores De Monterrey,Corrido De Nicolasa,12624829
Corrido,1974,Antonio Aguilar*,Puros Corridos...,13046431
Corrido,1974,Los Ramones,Corridos Norteños,34681869
Corrido,1974,Los Ermitaños,El Caballo Blanco / El Potro Lobo Gateado,24396650
Corrido,1974,Los Embajadores De Monterrey,Fronteras Sangrientas / Traficantes Y Gendarmes,24068090
Corrido,1974,Los Gavilanes De La Frontera,Corridos Y Mas Corridos,12094823
Corrido,1974,Los Diablos (5),Que Vuelva Conmigo,12643532
Corrido,1974,Chavela Vargas,El Corrido Revolucionario,16021791
Corrido,1974,Los Donneños,Juan De La Fuente,12644158
Corrido,1974,Los Alegres De Terán,Mas Corridos Famosos,17814772
Corrido,1974,Lalo Gonzalez El Piporro*,El Amo Del Taconazo,19414129
Corrido,1974,Los Viajeros De Modexto Martinez,Corridos De Caballos Famosos,11311617
Corrido,1974,Los Barranqueños,Corridos Famosos,16053810
Corrido,1974,Los Tremendos Gavilanes Juan Y Salomón*,Viva La Revolucion,16582128
Corrido,1974,Antonio Aguilar*,Puros Corridos...,15541990
Corrido,1974,Los Hermanos Banda De Salamanca,Rancheras Y Corridos Famosos,22402057
Corrido,1974,Jose Luis Gazcón,El Yaki Romántico Vol. 1,8217616
Corrido,1974,Antonio Aguilar* Con El Mariachi México de Pepe Villa,¡Viva Mi General Francisco Villa!,15681200
Corrido,1974,Carlos Y Jose,Corridos Norteños Con Carlos Y Jose,31784405
Corrido,1974,Los Diablos (5),Que Vuelva Conmigo,24477554
Corrido,1974,Los Tigres Del Norte,Los Tigres Del Norte,15072019
Corrido,1974,Pedro Y Ramon Con Los Huracanes De Pedro Valle,Corrido De Casimiro,12624593
Corrido,1974,Los Tremendos Gavilanes Juan Y Salomón*,Viva La Revolucion,11142723
Corrido,1974,Cornelio Reyna,"Ay, Que Celos",31122245
Corrido,1974,Hermanas Huerta,Hermanas Huerta ‎– Interpretan a: Felipe Valdes Leal,12964903
Corrido,1974,Los Donneños Mario y Ramiro*,Ando Lejos,10528718
Corrido,1974,Lucha Villa Con El Mariachi Zapopan,La Mejor Interprete De Jose Alfredo,17786014
Corrido,1974,Antonio Aguilar* Con El Mariachi Oro Y Plata De José Chávez*,Canciones De Arranque,15947778
Corrido,1974,Luis Y Julian,Amor Y Odio,10431737
Corrido,1974,Vicente Fernández*,Me Caso El Sabado,10317562
Corrido,1974,Francisco El Charro Avitia,Zacazonapan,14598718
Corrido,1974,Ruben Godinez L.* Con El Mariachi Guadalajara De Silvestre Vargas,Cantares Provincianos,6392672
Corrido,1974,Los Alegres De Teran*,Corridos Famosos,33227958
Corrido,1974,José Alfredo Jiménez,Que Te Vaya Bonito...,14736788
Corrido,1974,Antonio Aguilar*,Antonio Aguilar,20902666
Corrido,1974,Los Dos Navegantes Luz Y Chuy*,Roberto Lerma,11100418
Corrido,1974,Francisco El Charro Avitia,José Alfredo Jiménez y El Charro Avitia,17705959
Corrido,1974,Federico Villa,Contiene El Exito: Caminos De Michoacan,18773338
Corrido,1974,Oscar Chávez,Mariguana,24609974
Corrido,1974,Lucha Villa,Los Discos De Oro De Lucha Villa,25586101
Corrido,1974,Carlos Y Jose,La Interesada,11201540
Corrido,1974,Mariachi Los Camperos De Lázaro Monrreal*,Mariachi Los Camperos De Lázaro Monrreal,9348915
Corrido,1974,Los Folkloristas,Repertorio De Sus Conciertos En El Palacio De Bellas Artes 72-73,36743029
Corrido,1974,Lucha Villa,La Negra Noche,11457979
Corrido,1974,Lucha Villa,La Negra Noche,25617961
Corrido,1974,Los Folkloristas,Volumen 1: Repertorio De Sus Conciertos En El Palacio De Bellas Artes 72-73,1258483
Corrido,1974,Lucha Villa,Los Discos De Oro De Lucha Villa,20732680
Corrido,1974,Los Bravos del Norte de Ramón Ayala,Tu Me Propones,30119240
Corrido,1974,Antonio Aguilar*,Puras Buenas Vol. 2,14894392
Corrido,1974,Antonio Aguilar*,Puras Buenas Vol. 2,22091077
Corrido,1974,Los Bravos del Norte de Ramón Ayala,Tu Me Propones,10313850
Corrido,1974,Dueto Frontera Con Conjunto Norteño,La Provincia Canta!!,18573985
Corrido,1974,Oscar Chávez,Concierto En Bellas Artes (Vol. 1),33648531
Corrido,1974,Oscar Chávez,Concierto En Bellas Artes (En Vivo),8745520
Corrido,1975,"Angel Morales, Manuel Valdez, Juan Manuel Morales",Corridos de la Revolución Mexicana,5142848
Corrido,1975,Lalo Gonzalez Piporro*,Corridos Con: Lalo Gonzalez Piporro,24632693
Corrido,1975,Los Halcones De Salitrillo,Los Halcones De Salitrillo,34861148
Corrido,1975,Los Halcones De Salitrillo,Corridos De La Revolución,13964148
Corrido,1975,Oscar Chávez,Liberacion Femenina / Corrido Del Tapado,10261456
Corrido,1975,Juan Alejandro (5) Con El Mariachi Libertad*,La Muerte De Emiliano Zapata,30459302
Corrido,1975,Los Alegres De Terán,Valente Quintero / Arnulfo Gonzalez,13199749
Corrido,1975,Los Caporales Del Norte,Los Caporales Del Norte,19560976
Corrido,1975,Gerardo Reyes,Contrabando Y Traicion / Pablo Del Monte,11816546
Corrido,1975,Jose Luis Gazcón,Se Me Olvidó Otra Vez,4348560
Corrido,1975,Los Forasteros del Norte,Enrique Oviedo,12624768
Corrido,1975,Carlos Lico Con El Mariachi Oro Y Plata,Corrido De Jorge Torres,13022515
Corrido,1975,Dueto Centella (3),Pajarillo Barranqueño,31482392
Corrido,1975,Toño Leyja Y Sus Embajadores,Toño Leyja Y Sus Embajadores,27911157
Corrido,1975,Federico Villa,Mi Religion Gitana /  Despues de Un Año,10885071
Corrido,1975,Las Hermanas Huerta*,Las Hermanas Huerta Interpretan Al Gigante De La Cancion Jose Alfredo Jimenez,5014073
Corrido,1975,Antonio Aguilar*,Corrido De Simon Blanco,22941908
Corrido,1975,Pepe Y Sus Colegialas,La Cumbia Del Amor,11768958
Corrido,1975,Los Halcones De Salitrillo,Mas Corridos Famosos,11299801
Corrido,1975,Los Halcones De Salitrillo,Caballos Famosos,14163696
Corrido,1975,Los Forasteros Del Norte,Corridos Norteños Con Los Forasteros Del Norte,9675863
Corrido,1975,Los Donneños,Corridos De Caballos Famosos,11030128
Corrido,1975,Vicente Fernandez,Vicente Fernandez,14873208
Corrido,1975,Los Broncos De Reynosa,El Naranjo,12011298
Corrido,1975,Luis Perez Meza Y La Banda La Costeña,Corridos De Personajes Famosos,15387548
Corrido,1975,Dueto Frontera,Aborrezco,13036882
Corrido,1975,Luis Y Julian,Corridos con Luis Y Julian,11136150
Corrido,1975,Los Cadetes De Linares,Los Dos Amigos / Vuelve Prenda Querida,10840900
Corrido,1975,Los Halcones De Salitrillo,Caballos Famosos,11725426
Corrido,1975,Francisco Charro Avitia* Con El Mariachi México '70 De Pepe López,Sangre Caliente / Corrido de Monterrey,10851308
Corrido,1975,Los Broncos De Reynosa,Corridos Famosos,11196748
Corrido,1975,Lalo Gonzalez »Piporro«*,I Iñor,13074282
Corrido,1975,Los Dos Navegantes,Central De Autobuses / Copas Y Botellas,33825606
Corrido,1975,Los Dos De Linares,Corridos,12104543
Corrido,1975,Los Tigres Del Norte,El Chicano / Carga Blanca,28519225
Corrido,1975,Chayito Valdez,Corridos Famosos,10537864
Corrido,1975,Esteban Jordan,La Camelia / Donde Estara,27688125
Corrido,1975,Juan Gabriel,10 De Los Grandes De Juan Gabriel,8912170
Corrido,1975,Miguel Aceves Mejia,Borraré Tu Nombre / Salado,31387472
Corrido,1975,Mina La Perlita,Quiero Que Me Quieras,15516881
Corrido,1975,Grupo 2,Este Corazon / Puñalada Trapera,27528750
Corrido,1975,Trio Atoyac,Recuerdo a Lucio Cabañas,26137466
Corrido,1975,Las Juanitas Y Conjunto Los Campesinos (2),Los 4 Compadres / Camino De Espinas,29203195
Corrido,1975,Los Polanko,Para Toda Ocasión,17030034
Corrido,1975,Francisco El Charro Avitia,Preferidas de Usted Con El Charro Avitia,14051354
Corrido,1975,Carlos Y Jose,¡Exitos Con Carlos Y Jose!,10486919
Corrido,1975,Francisco 'Charro' Avitia*,El Airoplano,18703246
Corrido,1975,Los Broncos De Reynosa,Los Broncos De Reynosa,11209741
Corrido,1975,Los Donneños,Estrellas En Tus Ojos / El Nuevo Albur Del Amor,27714993
Corrido,1975,Lalo Gonzalez Piporro*,Ajua!,17027289
Corrido,1975,Rosenda Bernal,Pajarillo / Llore Llore,10835935
Corrido,1975,Los Pumas de Reynosa,Dueto Corazon,35029061
Corrido,1975,Jorge Negrete,Jorge Negrete,15125405
Corrido,1975,Los Cadetes De Linares,Los Dos Amigos,10503509
Corrido,1975,Los Alegres De Teran*,Los Contrabandistas Sus Corridos y Sus Leyendas,11213982
Corrido,1975,Los Machucambos,Los Machucambos,22316233
Corrido,1975,Luis Perez Meza Con La Banda La Costeña*,El Trovador Del Campo,8355915
Corrido,1975,Los Cadetes De Linares,Los Dos Amigos,11057429
Corrido,1975,Carlos Y Jose,Tres Tumbas,10937142
Corrido,1975,Los Alegres De Teran*,Los Contrabandistas Sus Corridos y Sus Leyendas,20321926
Corrido,1975,Carlos Lico,Mi Tierra Mexicana,17769910
Corrido,1975,Los Alegres De Terán,El Dinero Es Redondo / Ese Lunar,24445748
Corrido,1975,Los Montañeses Del Alamo,Ya No Te Quiero,18201487
Corrido,1975,Chayito Valdez,Corridos Famosos,14688470
Corrido,1975,Los Tremendos Gavilanes,La Hilacha,30773646
Corrido,1976,"Chava Flores, Mariachi Azteca",Canciones Comicas,19980904
Corrido,1976,Dueto Castillo,Corridos Guerrerenses,31589680
Corrido,1976,José De Molina,Se Acabo,10038809
Corrido,1976,Lorenzo De Monteclaro,Gabino Barrera / Corrido De Monterrey,27935232
Corrido,1976,Various,Corridos Mexicanos (Francisco Sarabia Y Otros Famosos Corridos) *Versiones Originales*,28448620
Corrido,1976,Los Ermitaños,Simon Blanco / La Tumba De Villa,31776176
Corrido,1976,Los Padrinos (8),Cantan... Para Ti,4914297
Corrido,1976,Los Cadetes De Linares,Los Cadetes De Linares Y Sus Corridos,10715089
Corrido,1976,Los Alegres De Terán,Las Drogas / Las Redadas,24113666
Corrido,1976,Felipe Alvarez Pinzon Con Los Costeños de Tamazula,El Huizache / Mi Maria,10840720
Corrido,1976,Los Parranderos Del Norte Hermanos Morales,"Corridos, Corridos, Corridos",33201513
Corrido,1976,Carlos Y Jose,Jose Silva Sanchez,12629347
Corrido,1976,Brown Express,Maquina 501 / Paloma Blanca,24113360
Corrido,1976,Los Halcones De Salitrillo,Yo soy el Corrido,22580981
Corrido,1976,Juan Gabriel,Tu Abandono / Ya Te Perdí,13281024
Corrido,1976,Carlos Y Jose,La Tumba De Mi Madre,32347641
Corrido,1976,Lupe Y Polo,Frontera Chiquita / Cita De Amor,33670005
Corrido,1976,Los Bravos Del Norte De Ramon Ayala*,Chaparra De Mi Amor,24740378
Corrido,1976,Los Bravos del Norte de Ramón Ayala,Chaparra De Mi Amor,12643507
Corrido,1976,Dueto Caleta,Por Los Caminos Del Sur,25049026
Corrido,1976,Los Terribles (5),Contestacion A La Banda Del Carro Rojo / Pueblo Sin Ley,30444182
Corrido,1976,Alberto Pino (2),Contrabando De Nogales,15743276
Corrido,1976,Dueto Frontera,Maldita Soledad / La Maldicion Del Muerto,11665805
Corrido,1976,Chayito Valdez,Sigue Cantando Los Corridos De Mexico,26801339
Corrido,1976,Antonio Aguilar* Con El Mariachi Oro y Plata De José Chávez*,La Muerte De Un Gallero,5522038
Corrido,1976,Chelo (2),La Voz Ranchera,16169047
Corrido,1976,Chayito Valdez,Las Mañanitas / La Silla Vacia,11635600
Corrido,1976,Antonio Aguilar* Con El Mariachi Oro y Plata De José Chávez*,La Muerte De Un Gallero,19482889
Corrido,1976,Chelo (2),La Voz Ranchera,24122468
Corrido,1976,Los Navegantes Del Norte,Contrabando Y Traición,5527897
Corrido,1976,Carlos Y Jose,Puro Norte,18422998
Corrido,1976,El Palomo Y El Gorrion,Mil Flores De Mayo / Amor De Madre,24083306
Corrido,1976,Chayito Valdez,No Me Pregunten Por El / Cuando Me Entregas Todo,11643921
Corrido,1976,Chayito Valdez,Si Fueras Libre / Comprendeme,10840705
Corrido,1976,Los Alegres De Terán,Dos Gotas De Agua Y Tres Exitos Mas,10762626
Corrido,1976,Maria Dolores Pradera,Canciones De Jose Alfredo Jimenez,17706739
Corrido,1976,Los Alegres De Teran*,Corridos Famosos - Vol. II,11163863
Corrido,1976,Luis Y Julian,Todos Eran Valientes,10431587
Corrido,1976,Chelo (2),La Voz Ranchera,10537097
Corrido,1976,Antonio Aguilar* Con El Mariachi Oro y Plata de José Chávez*,El Moro De Cumpas,31332919
Corrido,1976,Mariachi Vargas de Tecalitlán,El Mariachi Vargas de Tecalitlán,18800044
Corrido,1976,Los Alegres De Teran*,Dos Gotas De Agua,11066632
Corrido,1976,Los Navegantes Del Norte,Carta A Mi Madre,11282923
Corrido,1976,Los Tremendos Gavilanes,Hace Un Año,11163170
Corrido,1976,Los Polanko,Los Polanko,33112104
Corrido,1976,Ramon Ayala Y Los Bravos Del Norte*,(De La Pelicula) Dinastia De La Muerte,10378616
Corrido,1976,Malena Reyes,Con El Mariachi Oro y Plata de José Chávez,17726569
Corrido,1976,Ramon Ayala Y Los Bravos Del Norte*,(De La Pelicula) Dinastia De La Muerte,10143214
Corrido,1976,Antonio Aguilar* Con El Mariachi Oro Y Plata de José Chávez*,El Moro De Cumpas,7240221
Corrido,1976,Various,Historia Moderna De La Musica Popular Mexicana Vol. III,7443105
Corrido,1976,Los Caminantes,Los Caminantes,19576510
Corrido,1977,Chuy Dominguez,Contrabando A Medio Mar,12917812
Corrido,1977,Lino Lujan,La Mariana,18452914
Corrido,1977,Los Centellas Del Bravo,Corridos De La Revolucion,33477074
Corrido,1977,Los Revolucionarios (2),Traiciones Y Contrabandos,5014119
Corrido,1977,"Los Paisanos (2) ,con El Mariachi Azteca",Corridos De La Revolucion,10895703
Corrido,1977,El Dueto Rio Grande Con  Los Huracanes De Pedro Valle,Contrabandos Y Corridos,29178355
Corrido,1977,Los Cupidos Del Valle,No Seas Ingrata / Pilares De Cristal,11828386
Corrido,1977,Los Cadetes De Linares,Polvo Maldito / Mi Primo Severo,9531219
Corrido,1977,Los Cadetes De Linares,Tres Tumbas / Los Contrabandistas,30470189
Corrido,1977,Roberto Gonzalez,Maldito Contrabando/ Carcel De Cristal,24900998
Corrido,1977,Francisco El Charro Avitia,El Muchacho Alegre,15814884
Corrido,1977,Los Cadetes De Linares,Tu Partida / Cancion A Una Madre,35647312
Corrido,1977,Los Bukis,Me Siento Solo / Los Alambrados,19263826
Corrido,1977,"Los Aguiluchos, Toño y Román",Me Hicieron Contrabandista,13295002
Corrido,1977,Las Magdalenas,No Me Resigno A Perderte,33604341
Corrido,1977,"Antonio*, Flor*, Toñito* Y Pepito Aguilar*",El Cantador / Palomita De Ojos Negros,25371844
Corrido,1977,Chavela Vargas con Antonio Bribiesca,Chavela Vargas con Antonio Bribiesca,8785865
Corrido,1977,Los Broncos De Reynosa,Los Broncos De Reynosa,34503427
Corrido,1977,Kiko Montalvo,Infierno De Querer / Yo Quisiera Saber,29492368
Corrido,1977,Virgilio Torres Y Su Conjunto*,El Cerro De La Silla,27234798
Corrido,1977,Los Alegres De Teran*,Recordando A Los Valientes,11084901
Corrido,1977,Mariachi Los Cardenales de Pepe Esquivel,Corridos De Caballos Con Mariachi Los Cardenales de Pepe Esquivel,18591523
