artist,song,year,i_AR,i_MO,i_DI,i_PO,i_NA,i_GO,IIA_global
Banda Sinaloense Los Recoditos,El Nylon,1997,0.0,0.0,0.125,0.0,0.0,0.0,0.020833333333333332
Banda Sinaloense Los Recoditos,Gordo y Mantecoso,1997,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1111111111111111
Banda Sinaloense Los Recoditos,Los Mil Kilos,1997,0.0,0.5,0.3333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666
Belinda,+ Perra + Bitch,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belinda,La Cuadrada,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Belinda,Mírame Feliz,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bertín Osborne,Era Bella,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bertín Osborne,Noche De San Juan ,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beto Quintanilla,Alfredo Venegas,2000,2.25,0.0,0.0,0.0,0.0,0.0,0.375
Beto Quintanilla,Anastacio Pacheco,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beto Quintanilla,El Calabazo,2000,1.375,0.0,0.0,0.0,0.0,0.25,0.2708333333333333
Beto Quintanilla,El Corrido de Los Mendoza,2000,0.6,0.4,0.0,0.0,0.0,0.2,0.2
Beto Quintanilla,El Jefe Belisario,2000,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.1111111111111111
Beto Quintanilla,Escolta Suicida,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Beto Quintanilla,Juan Amaya,2000,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333
Beto Quintanilla,Mauricio Torres,2000,0.0,0.0,0.5,0.0,0.0,0.25,0.125
Beto Quintanilla,Mauro Garcia,2000,0.0,0.0,0.5,0.0,0.0,0.5,0.16666666666666666
Beto Quintanilla,Omar Gonzalez,2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blnko,90,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blnko,Corridos Tumbados,2023,0.0,0.0,2.0,0.0,0.0,0.0,0.3333333333333333
Blnko,Irreverente/Desaparezco,2023,0.0,0.0,1.5,0.0,0.0,0.0,0.25
Blnko,Siempre la Cago,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobi Bozman,Números ,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boldie,Conspiraciones y Sacos De Diamantes ,2021,0.0,0.0,0.25,0.0,0.0,0.0,0.041666666666666664
Brazeros Musical de Durango,La Abeja Miope,2006,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666
Bronco,Amigo Bronco,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bronco,Amigo Bronco,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bronco,Amigo Bronco,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bronco,Amigo Bronco,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bronco,Amigo Bronco,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bronco,Amigo Bronco ,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bronco,Amor Salvaje,2019,0.5,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
Bronco,Amor Salvaje,2020,0.5,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
C-Kan,Cuando Era Niño,2012,0.0,0.125,0.0,0.0,0.0,0.125,0.041666666666666664
C-Kan,Cuando Era Niño,2013,0.0,0.125,0.0,0.0,0.0,0.125,0.041666666666666664
C-Kan,Donde Estan,2012,0.0,0.0,0.4,0.0,0.0,0.0,0.06666666666666667
C-Kan,Donde Estan?,2013,0.0,0.0,0.4,0.0,0.0,0.0,0.06666666666666667
C-Kan,El Llanto Del Inmigrante,2015,0.0,0.0,0.0,0.0,0.0,0.5,0.08333333333333333
C-Kan,Entre Las Piernas,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-Kan,Esta Vida Me Encanta,2012,0.0,0.0,0.625,0.0,0.0,0.125,0.125
C-Kan,Esta Vida Me Encanta,2013,0.0,0.0,0.625,0.0,0.0,0.125,0.125
C-Kan,Esta Vida Me Encanta (Remix),2013,0.0,0.0,0.2,0.0,0.0,0.0,0.03333333333333333
C-Kan,Esta Vida Me Encanta [Remix],2012,0.0,0.0,0.2,0.0,0.0,0.0,0.03333333333333333
C-Kan,Intolerable ,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-Kan,Intro (Somos de Barrio),2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-Kan,Intro (Somos de Barrio),2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-Kan,La Calle Sabe De Mi Nombre,2014,0.6,0.0,0.0,0.0,0.0,0.0,0.1
C-Kan,La Vida No La Tienes Comprada,2012,0.35294117647058826,0.0,0.0,0.0,0.0,0.11764705882352941,0.0784313725490196
C-Kan,La Vida No La Tienes Comprada,2013,0.35294117647058826,0.0,0.0,0.0,0.0,0.11764705882352941,0.0784313725490196
C-Kan,Latinos Unidos,2014,0.058823529411764705,0.0,0.0,0.0,0.17647058823529413,0.7058823529411765,0.1568627450980392
C-Kan,M-E-X-I-C-O,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-Kan,M.E.X.I.C.O,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-Kan,Mama Me Dijo Un Dia,2015,0.3333333333333333,0.0,0.2,0.0,0.0,0.4,0.15555555555555556
C-Kan,Mi Música Es Un Arma,2013,0.0,0.0,0.09523809523809523,0.0,0.0,0.14285714285714285,0.03968253968253968
C-Kan,Mujer Bonita,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-Kan,My Everything,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-Kan,No Haces Na,2015,0.0,0.3,0.1,0.0,0.0,0.0,0.06666666666666667
C-Kan,Nos Tienen Miedo,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-Kan,Por El Mexicano,2015,0.0,0.0,0.0,0.0,0.0,0.5,0.08333333333333333
C-Kan,Quien Contra Mi,2015,0.0,0.0,0.42857142857142855,0.0,0.0,0.14285714285714285,0.09523809523809523
C-Kan,Somos de Barrio,2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-Kan,Ten La Tuya,2012,0.0,0.0,0.0,0.0,0.0,0.4,0.06666666666666667
C-Kan,Ten La Tuya,2013,0.0,0.0,0.0,0.0,0.0,0.4,0.06666666666666667
C-Kan,Tirando Esquina,2014,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.01282051282051282
C-Kan,Todo Lo Que Brilla No Es Oro,2015,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.09090909090909091
C-Kan,Un Par De Balas,2014,0.0,0.0,0.2,0.13333333333333333,0.0,0.0,0.05555555555555555
C-Kan,Viajando En Una Nube,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-Kan,Vivo La Vida Cantando,2014,0.0,0.0,0.0,0.0,0.0,1.25,0.20833333333333331
C-Kan,Voy Por El Sueño De Muchos,2012,0.5,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
C-Kan,Voy Por El Sueño De Muchos,2013,0.5,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
C-Kan,Voy Por El Sueño de Muchos,2013,0.5,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
CA7RIEL & Paco Amoroso,#Tetas,2025,0.0,0.0,2.0,0.0,0.0,0.0,0.3333333333333333
CA7RIEL & Paco Amoroso,Baby Gangsta (Live At NPR Music's Tiny Desk),2025,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1111111111111111
CA7RIEL & Paco Amoroso,El Único (Live At NPR Music's Tiny Desk),2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA7RIEL & Paco Amoroso,Impostor,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA7RIEL & Paco Amoroso,"La Que Puede, Puede (Live At NPR Music's Tiny Desk)",2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calibre 50,Aguaje Activado,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calibre 50,Ajustes Inzunza,2012,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
Calibre 50,Barquillero,2021,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
Calibre 50,Barquillero (Norteño),2021,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
Calibre 50,Buenas Con El Valiente,2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calibre 50,Culiacán Vs. Mazatlán,2012,0.2222222222222222,0.0,0.6666666666666666,0.0,0.0,0.0,0.14814814814814814
Calibre 50,De Sinaloa Para El Mundo,2012,0.3333333333333333,0.0,0.0,0.4444444444444444,0.0,0.2222222222222222,0.16666666666666666
Calibre 50,El Burro,2012,0.0,0.0,0.0,0.0,0.25,0.25,0.08333333333333333
Calibre 50,El Camarada,2021,0.0,0.0,0.625,0.0,0.0,0.0,0.10416666666666666
Calibre 50,El Niño Sicario,2012,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.06944444444444443
Calibre 50,El Niño VZ,2012,0.0,0.0,0.0,0.2222222222222222,0.0,0.1111111111111111,0.05555555555555555
Calibre 50,El Señor De La Silla,2012,0.5,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
Calibre 50,El Vaquetón,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calibre 50,Escuela Del Virus Antrax,2012,0.0,0.0,0.0,0.2,0.0,0.0,0.03333333333333333
Calibre 50,Plebada Alterada,2012,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.42857142857142855,0.14285714285714285
Calibre 50,Qué Tiene De Malo,2024,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.05555555555555555
Calibre 50,Renovar O Morir,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calibre 50,Strawberryfish,2021,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.05555555555555555
Calo,Fiesta Party,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calo,Fiesta Party,2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calo,Tercera Guerra,2018,0.0,0.0,0.1,0.0,0.0,0.1,0.03333333333333333
Carin León,Banqueteras,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carin León,Banqueteras,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carin León,Don Agapito,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carin León,Es Lo Que Hay,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carin León,J & A,2019,0.0,0.0,0.2,0.0,0.0,0.0,0.03333333333333333
Carin León,Música De Fondo,2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carin León,Música De Fondo,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carin León,No Sé,2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carin León,San Judas Enmicado,2019,1.75,0.0,0.0,0.0,0.0,0.0,0.29166666666666663
Carin León,Tupido y Ancho,2019,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.037037037037037035
Carlos Y Jose, 	La Preciosa,1998,1.125,0.0,0.0,0.0,0.0,0.125,0.20833333333333331
Carlos Y Jose,"""Otilio Betancurt""",1998,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.047619047619047616
Carlos Y Jose,Corrido De La Chicharra,1978,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.11904761904761904
Carlos Y Jose,Corrido De Manuel Lopez	,1988,1.8,0.0,0.0,0.0,0.0,1.6,0.5666666666666667
Carlos Y Jose,El Bipper De Mis Amigos,2012,0.0,0.3333333333333333,0.7777777777777778,0.0,0.1111111111111111,0.0,0.2037037037037037
Carlos Y Jose,El Capitan Fantasma,1980,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.2222222222222222
Carlos Y Jose,El Gallo De San Juan,1985,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.027777777777777776
Carlos Y Jose,El Gallo De San Juan,1998,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.027777777777777776
Carlos Y Jose,El Mano Negra,1983,2.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333
Carlos Y Jose,El Patron Mayor,2012,0.0,0.0,0.75,0.0,0.0,0.0,0.12499999999999999
Carlos Y Jose,El Quemador	,1988,0.8,0.0,0.0,0.0,0.0,0.2,0.16666666666666666
Carlos Y Jose,El Tres Dedos,2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Y Jose,Gabino Barrera,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
Carlos Y Jose,Gloria Reyes,1976,0.5,0.0,0.25,0.0,0.0,0.25,0.16666666666666666
Carlos Y Jose,Jacinto El Tullido,1984,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.09523809523809523
Carlos Y Jose,La Cuerva De La Petaca,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Y Jose,La Entalladita,1976,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
Carlos Y Jose,La Entalladita,1980,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
Carlos Y Jose,La Entalladita,1984,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.2222222222222222
Carlos Y Jose,La Pelea Del Siglo,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Y Jose,La Preciosa,1984,1.125,0.0,0.0,0.0,0.0,0.125,0.20833333333333331
Carlos Y Jose,La Preciosa	,1988,1.125,0.0,0.0,0.0,0.0,0.125,0.20833333333333331
Carlos Y Jose,Las Tres Mujeres,1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Y Jose,Las Tres Mujeres,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Y Jose,Los Federales De Caminos	,1988,1.25,0.0,0.0,0.0,0.0,0.25,0.25
Carlos Y Jose,Luis Pulido,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
Carlos Y Jose,Otilio Betancurt,1998,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.047619047619047616
Carlos Y Jose,Pescadores De Ensenada,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Y Jose,Pescadores De Enseñada,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Y Jose,Santos Cantu	,1988,1.5714285714285714,0.0,0.0,0.0,0.0,0.8571428571428571,0.4047619047619047
Carlos Y Jose,Tres Tumbas,1984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Y Jose,Tres Tumbas,1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Y José,Corrido De Manuel Lopez,1988,1.8,0.0,0.0,0.0,0.0,1.6,0.5666666666666667
Carlos Y José,El Quemador,1988,0.8,0.0,0.0,0.0,0.0,0.2,0.16666666666666666
Carlos Y José,La Preciosa,1988,1.125,0.0,0.0,0.0,0.0,0.125,0.20833333333333331
Carlos Y José,Los Federales De Caminos,1988,1.25,0.0,0.0,0.0,0.0,0.25,0.25
Carlos Y José,Santos Cantu,1988,1.5714285714285714,0.0,0.0,0.0,0.0,0.8571428571428571,0.4047619047619047
Cartel De Santa,Ahora Sí Voy A Lokear,2006,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.1111111111111111
Cartel De Santa,Asesino De Acesinos,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cartel De Santa,Asesino De Acesinos,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cartel De Santa,Asesino De Acesinos,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cartel De Santa,Conexión Vieja Escuela ,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cartel De Santa,Dejate Caer,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cartel De Santa,El Dolor Del Micro,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cartel De Santa,Hey Si Me Ven,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cartel De Santa,Hey Si Me Ven,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cartel De Santa,Himno A La Jauria,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cartel De Santa,Jake Mate,2002,0.75,0.0,0.5,0.0,0.0,0.0,0.20833333333333331
Cartel De Santa,Jake Mate,2008,0.75,0.0,0.5,0.0,0.0,0.0,0.20833333333333331
Cartel De Santa,La Ranfla Del Cartel,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cartel De Santa,Mira Quien Vuelve Al 100,2006,0.5,0.0,0.0,0.0,0.0,0.25,0.125
Cartel De Santa,México Lindo Y Bandido,2007,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.16666666666666666
Cartel De Santa,México Lindo Y Bandido ,2006,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.16666666666666666
Cartel De Santa,Para Aquí O Para Llevar,2002,0.0,0.0,0.75,0.0,0.0,0.0,0.125
Cartel De Santa,Para Aquí O Para Llevar,2008,0.0,0.0,0.75,0.0,0.0,0.0,0.125
Cartel De Santa,Si Son Bien Jotos ,2006,0.5,0.0,0.16666666666666666,0.0,0.0,0.25,0.15277777777777776
Cartel De Santa,Super MC's,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cartel De Santa,Super MC's,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cartel De Santa,Yo Me La Perez Prado,2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cartel De Santa,Yo Me La Pérez Prado,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Adios Hermanos Quintero,2002,2.25,0.0,0.0,0.0,0.0,0.0,0.375
Chalino Sánchez,"Adios, Hermanos Quintero",1998,2.25,0.0,0.0,0.0,0.0,0.0,0.375
Chalino Sánchez,Amador Garcia,2008,0.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.08333333333333333
Chalino Sánchez,Anastasio Pacheco,2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Anastasio Pacheco,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Armando Aguirre,2012,0.0,0.0,0.25,0.0,0.0,0.25,0.08333333333333333
Chalino Sánchez,Aurelio Sanchez,1998,0.25,0.0,0.0,0.0,0.0,0.25,0.08333333333333333
Chalino Sánchez,Candido Rodriguez,2008,1.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.3055555555555555
Chalino Sánchez,Chico El Colorado,2008,0.42857142857142855,0.0,0.0,0.0,0.0,0.7142857142857143,0.19047619047619047
Chalino Sánchez,Chico El Colorado,2012,0.42857142857142855,0.0,0.0,0.0,0.0,0.7142857142857143,0.19047619047619047
Chalino Sánchez,Chico El Colorado,2025,0.42857142857142855,0.0,0.0,0.0,0.0,0.7142857142857143,0.19047619047619047
Chalino Sánchez,Chuyita Beltran,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Cipriano Y Juanito,2008,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
Chalino Sánchez,Coquio Castro,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Coquio Castro,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Corrido Del Gallito,2012,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.2222222222222222
Chalino Sánchez,Corrido Del Gallito,2025,0.6666666666666666,0.0,0.0,0.0,0.0,0.6666666666666666,0.2222222222222222
Chalino Sánchez,Culiacan Sinaloa,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Dinastia De Los Ochoa,2008,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333
Chalino Sánchez,Dinastia De Los Ochoa,2025,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333
Chalino Sánchez,Domingo Lopez,2025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Domingo López,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,El Bandido Generoso,2002,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.023809523809523808
Chalino Sánchez,El Corrido De Badiraguato,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,El Corrido Del Quitillo,1998,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.13888888888888887
Chalino Sánchez,El Coyonqueno,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,El Crimen De Culiacan,1996,1.8,0.0,0.0,0.0,0.0,0.8,0.4333333333333333
Chalino Sánchez,El Crimen De Culiacan,1998,1.8,0.0,0.0,0.0,0.0,0.8,0.4333333333333333
Chalino Sánchez,El Crimen De Culiacan,2008,1.8,0.0,0.0,0.0,0.0,0.8,0.4333333333333333
Chalino Sánchez,El Dos Dedos,2012,0.5,0.0,0.0,0.0,0.0,0.25,0.12499999999999999
Chalino Sánchez,El Dos Dedos,2025,0.5,0.0,0.0,0.0,0.0,0.25,0.12499999999999999
Chalino Sánchez,El Gallo De Sinaloa ,2008,0.0,0.0,0.0,0.0,0.0,0.125,0.020833333333333332
Chalino Sánchez,El General Y El Sargento ,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666
Chalino Sánchez,El Guilo Rivera,1998,1.6666666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333
Chalino Sánchez,El Pitallon,1998,0.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666666
Chalino Sánchez,El Pitallon,2012,0.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666666
Chalino Sánchez,Eladio Felix,2002,1.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333
Chalino Sánchez,Eleazar Quintero,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Eleazar Quintero,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Fierro Bazan,2008,0.0,0.0,0.6,0.0,0.0,0.8,0.2333333333333333
Chalino Sánchez,Hermanos Garcia,2012,1.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
Chalino Sánchez,Hermanos Mata,2003,1.7142857142857142,0.0,0.0,0.0,0.0,0.2857142857142857,0.33333333333333337
Chalino Sánchez,Ignacio Parra,1998,0.45454545454545453,0.0,0.0,0.0,0.0,0.45454545454545453,0.1515151515151515
Chalino Sánchez,Ignacio Parra,2012,0.45454545454545453,0.0,0.0,0.0,0.0,0.45454545454545453,0.1515151515151515
Chalino Sánchez,Jose Silva Sanchez,2008,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666
Chalino Sánchez,Juan Ayon,1998,1.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333
Chalino Sánchez,Juan Ayon,2003,1.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333
Chalino Sánchez,Juan Cantu,2012,1.25,0.0,0.0,0.0,0.0,0.375,0.2708333333333333
Chalino Sánchez,Julian Del Real,2008,0.6666666666666666,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.18518518518518517
Chalino Sánchez,Julian Del Real,2025,0.6666666666666666,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.18518518518518517
Chalino Sánchez,Julián Del Real,2012,0.6666666666666666,0.0,0.1111111111111111,0.0,0.0,0.3333333333333333,0.18518518518518517
Chalino Sánchez,Juventino Quintero,1998,1.5,0.0,1.0,0.0,0.0,0.0,0.41666666666666663
Chalino Sánchez,Juventino Quintero,2002,1.5,0.0,1.0,0.0,0.0,0.0,0.41666666666666663
Chalino Sánchez,La Entalladita,1996,1.8333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3611111111111111
Chalino Sánchez,La Entalladita,2008,1.8333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3611111111111111
Chalino Sánchez,La Muerte Del Pela Vacas,2003,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.2222222222222222
Chalino Sánchez,La Muerte Del Pela Vacas,2012,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.2222222222222222
Chalino Sánchez,La Muerte Del Pela Vacas,2025,0.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,0.2222222222222222
Chalino Sánchez,La Muerte Del Torito,2012,0.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666666
Chalino Sánchez,La Muerte Del Torito,2025,0.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666666
Chalino Sánchez,La Tragedia De Los Landeros,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Lazaro Sanchez ,2008,0.4,0.0,0.2,0.0,0.0,0.0,0.09999999999999999
Chalino Sánchez,Loreto Mendoza,2008,0.5,0.0,0.0,0.0,0.0,0.0,0.08333333333333333
Chalino Sánchez,Los Hermanos Mata,2008,1.7142857142857142,0.0,0.0,0.0,0.0,0.2857142857142857,0.33333333333333337
Chalino Sánchez,Lucio Villareal,2008,1.2,0.0,0.0,0.0,0.0,0.4,0.2666666666666667
Chalino Sánchez,Mariano Felix,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Mariano Felix,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Martin Felix,2002,0.0,0.0,1.0,0.0,0.0,0.0,0.16666666666666666
Chalino Sánchez,Nacho Verduzco,2012,0.8571428571428571,0.0,0.0,0.0,0.0,0.5714285714285714,0.23809523809523808
Chalino Sánchez,Nacho Verduzco,2025,0.8571428571428571,0.0,0.0,0.0,0.0,0.5714285714285714,0.23809523809523808
Chalino Sánchez,Oscar Barraza,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Pescadores De Ensenada ,2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Por Una Rencilla Vieja,1998,0.5,0.0,0.0,0.0,0.0,0.5,0.16666666666666666
Chalino Sánchez,Por Una Rencilla Vieja,2012,0.5,0.0,0.0,0.0,0.0,0.5,0.16666666666666666
Chalino Sánchez,Por Una Rencilla Vieja ,2006,0.5,0.0,0.0,0.0,0.0,0.5,0.16666666666666666
Chalino Sánchez,Prajedes Felix,2002,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.08333333333333333
Chalino Sánchez,Prajedes Felix,2012,0.0,0.0,0.3333333333333333,0.0,0.0,0.16666666666666666,0.08333333333333333
Chalino Sánchez,Rafael Villarreal,2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chalino Sánchez,Ramiro Sierra,2008,0.5,0.0,0.0,0.0,0.0,0.375,0.14583333333333334
Chalino Sánchez,Raymundo Chaidez,2008,0.875,0.0,0.0,0.0,0.0,0.125,0.16666666666666666
Chalino Sánchez,Rigo Campos,1998,0.8333333333333334,0.0,0.3333333333333333,0.0,0.0,0.0,0.19444444444444442
Chalino Sánchez,Rigo Campos,2008,0.8333333333333334,0.0,0.3333333333333333,0.0,0.0,0.0,0.19444444444444445
Chalino Sánchez,Rodolfo Garza,2008,0.8571428571428571,0.0,0.0,0.0,0.0,0.7142857142857143,0.2619047619047619
Chalino Sánchez,Salvador Lopez,2008,1.5,0.0,0.0,0.0,0.0,0.0,0.25
